Measure,RowIndex,X,Y,Height,Width,Image
1392,0,181,75,60,74,Wagner_WWV086B_113.png
1393,0,256,75,60,109,Wagner_WWV086B_113.png
1394,0,366,75,60,83,Wagner_WWV086B_113.png
1395,0,450,75,60,111,Wagner_WWV086B_113.png
1396,1,43,195,59,179,Wagner_WWV086B_113.png
1397,1,223,195,59,170,Wagner_WWV086B_113.png
1398,1,394,195,59,167,Wagner_WWV086B_113.png
1399,2,43,316,59,194,Wagner_WWV086B_113.png
1400,2,238,316,59,162,Wagner_WWV086B_113.png
1401,2,401,316,59,160,Wagner_WWV086B_113.png
1402,3,43,436,68,211,Wagner_WWV086B_113.png
1403,3,256,436,68,165,Wagner_WWV086B_113.png
1404,3,422,436,68,139,Wagner_WWV086B_113.png
1405,4,43,550,66,198,Wagner_WWV086B_113.png
1406,4,242,550,66,170,Wagner_WWV086B_113.png
1407,4,413,550,66,148,Wagner_WWV086B_113.png
1408,5,42,674,63,161,Wagner_WWV086B_113.png
1409,5,204,674,63,125,Wagner_WWV086B_113.png
1410,5,330,674,63,114,Wagner_WWV086B_113.png
1411,5,445,674,63,117,Wagner_WWV086B_113.png
1412,0,50,65,67,149,Wagner_WWV086B_114.png
1413,0,200,65,67,127,Wagner_WWV086B_114.png
1414,0,328,65,67,126,Wagner_WWV086B_114.png
1415,0,455,65,67,116,Wagner_WWV086B_114.png
1416,1,51,185,63,152,Wagner_WWV086B_114.png
1417,1,204,185,63,101,Wagner_WWV086B_114.png
1418,1,306,185,63,80,Wagner_WWV086B_114.png
1419,1,387,185,63,96,Wagner_WWV086B_114.png
1420,1,484,185,63,86,Wagner_WWV086B_114.png
1421,2,51,300,60,125,Wagner_WWV086B_114.png
1422,2,177,300,60,97,Wagner_WWV086B_114.png
1423,2,274,300,60,69,Wagner_WWV086B_114.png
1424,2,344,300,60,78,Wagner_WWV086B_114.png
1425,2,423,300,60,67,Wagner_WWV086B_114.png
1426,2,492,300,60,77,Wagner_WWV086B_114.png
1427,3,51,431,64,100,Wagner_WWV086B_114.png
1428,3,152,431,64,61,Wagner_WWV086B_114.png
1429,3,214,431,64,75,Wagner_WWV086B_114.png
1430,3,290,431,64,66,Wagner_WWV086B_114.png
1431,3,357,431,64,69,Wagner_WWV086B_114.png
1432,3,427,431,64,63,Wagner_WWV086B_114.png
1433,3,491,431,64,77,Wagner_WWV086B_114.png
1434,4,52,572,63,86,Wagner_WWV086B_114.png
1435,4,139,572,63,43,Wagner_WWV086B_114.png
1436,4,183,572,63,37,Wagner_WWV086B_114.png
1437,4,221,572,63,50,Wagner_WWV086B_114.png
1438,4,272,572,63,28,Wagner_WWV086B_114.png
1439,4,301,572,63,49,Wagner_WWV086B_114.png
1440,4,351,572,63,52,Wagner_WWV086B_114.png
1441,4,405,572,63,28,Wagner_WWV086B_114.png
1442,4,433,572,63,47,Wagner_WWV086B_114.png
1443,4,482,572,63,88,Wagner_WWV086B_114.png
1444,5,52,689,59,47,Wagner_WWV086B_114.png
1445,5,101,689,59,80,Wagner_WWV086B_114.png
1446,5,181,689,59,75,Wagner_WWV086B_114.png
1447,5,257,689,59,35,Wagner_WWV086B_114.png
1448,5,293,689,59,35,Wagner_WWV086B_114.png
1449,5,329,689,59,61,Wagner_WWV086B_114.png
1450,5,391,689,59,32,Wagner_WWV086B_114.png
1451,5,424,689,59,52,Wagner_WWV086B_114.png
1452,5,477,689,59,31,Wagner_WWV086B_114.png
1453,5,509,689,59,60,Wagner_WWV086B_114.png
1454,0,40,82,64,44,Wagner_WWV086B_115.png
1455,0,85,82,64,65,Wagner_WWV086B_115.png
1456,0,151,82,64,50,Wagner_WWV086B_115.png
1457,0,202,82,64,73,Wagner_WWV086B_115.png
1458,0,276,82,64,67,Wagner_WWV086B_115.png
1459,0,344,82,64,68,Wagner_WWV086B_115.png
1460,0,413,82,64,59,Wagner_WWV086B_115.png
1461,0,473,82,64,59,Wagner_WWV086B_115.png
1462,1,41,254,68,84,Wagner_WWV086B_115.png
1463,1,126,254,68,105,Wagner_WWV086B_115.png
1464,1,232,254,68,59,Wagner_WWV086B_115.png
1465,1,292,254,68,48,Wagner_WWV086B_115.png
1466,1,341,254,68,45,Wagner_WWV086B_115.png
1467,1,387,254,68,104,Wagner_WWV086B_115.png
1468,1,492,254,68,69,Wagner_WWV086B_115.png
1469,2,38,391,65,104,Wagner_WWV086B_115.png
1470,2,143,391,65,64,Wagner_WWV086B_115.png
1471,2,208,391,65,54,Wagner_WWV086B_115.png
1472,2,263,391,65,57,Wagner_WWV086B_115.png
1473,2,321,391,65,32,Wagner_WWV086B_115.png
1474,2,354,391,65,94,Wagner_WWV086B_115.png
1475,2,449,391,65,112,Wagner_WWV086B_115.png
1476,3,41,524,64,94,Wagner_WWV086B_115.png
1477,3,136,524,64,47,Wagner_WWV086B_115.png
1478,3,183,524,64,45,Wagner_WWV086B_115.png
1479,3,231,524,64,96,Wagner_WWV086B_115.png
1480,3,328,524,64,63,Wagner_WWV086B_115.png
1481,3,392,524,64,59,Wagner_WWV086B_115.png
1482,3,453,524,64,57,Wagner_WWV086B_115.png
1483,3,511,524,64,50,Wagner_WWV086B_115.png
1484,4,41,675,65,97,Wagner_WWV086B_115.png
1485,4,139,675,65,32,Wagner_WWV086B_115.png
1486,4,172,675,65,100,Wagner_WWV086B_115.png
1487,4,273,675,65,102,Wagner_WWV086B_115.png
1488,4,376,675,65,105,Wagner_WWV086B_115.png
1489,4,482,675,65,77,Wagner_WWV086B_115.png
1490,0,43,78,62,99,Wagner_WWV086B_116.png
1491,0,143,78,62,110,Wagner_WWV086B_116.png
1492,0,254,78,62,110,Wagner_WWV086B_116.png
1493,0,365,78,62,81,Wagner_WWV086B_116.png
1494,0,447,78,62,58,Wagner_WWV086B_116.png
1495,0,506,78,62,56,Wagner_WWV086B_116.png
1496,1,43,195,63,128,Wagner_WWV086B_116.png
1497,1,172,195,63,62,Wagner_WWV086B_116.png
1498,1,235,195,63,64,Wagner_WWV086B_116.png
1499,1,300,195,63,72,Wagner_WWV086B_116.png
1500,1,373,195,63,74,Wagner_WWV086B_116.png
1501,1,448,195,63,50,Wagner_WWV086B_116.png
1502,1,499,195,63,29,Wagner_WWV086B_116.png
1503,2,43,315,59,87,Wagner_WWV086B_116.png
1504,2,131,315,59,99,Wagner_WWV086B_116.png
1505,2,231,315,59,86,Wagner_WWV086B_116.png
1506,2,318,315,59,64,Wagner_WWV086B_116.png
1507,2,383,315,59,91,Wagner_WWV086B_116.png
1508,2,475,315,59,87,Wagner_WWV086B_116.png
1509,3,40,431,61,131,Wagner_WWV086B_116.png
1510,3,172,431,61,99,Wagner_WWV086B_116.png
1511,3,272,431,61,94,Wagner_WWV086B_116.png
1512,3,367,431,61,87,Wagner_WWV086B_116.png
1513,3,455,431,61,106,Wagner_WWV086B_116.png
1514,4,44,554,65,102,Wagner_WWV086B_116.png
1515,4,147,554,65,85,Wagner_WWV086B_116.png
1516,4,233,554,65,88,Wagner_WWV086B_116.png
1517,4,322,554,65,88,Wagner_WWV086B_116.png
1518,4,410,554,65,77,Wagner_WWV086B_116.png
1519,4,490,554,65,71,Wagner_WWV086B_116.png
1520,5,42,682,59,85,Wagner_WWV086B_116.png
1521,5,128,682,59,95,Wagner_WWV086B_116.png
1522,5,224,682,59,87,Wagner_WWV086B_116.png
1523,5,311,682,59,55,Wagner_WWV086B_116.png
1524,5,367,682,59,55,Wagner_WWV086B_116.png
1525,5,423,682,59,69,Wagner_WWV086B_116.png
1526,5,494,682,59,68,Wagner_WWV086B_116.png
1527,0,36,78,59,96,Wagner_WWV086B_117.png
1528,0,133,78,59,109,Wagner_WWV086B_117.png
1529,0,243,78,59,71,Wagner_WWV086B_117.png
1530,0,315,78,59,75,Wagner_WWV086B_117.png
1531,0,391,78,59,84,Wagner_WWV086B_117.png
1532,0,476,78,59,81,Wagner_WWV086B_117.png
1533,1,36,199,67,115,Wagner_WWV086B_117.png
1534,1,152,199,67,87,Wagner_WWV086B_117.png
1535,1,239,199,67,110,Wagner_WWV086B_117.png
1536,1,351,199,67,105,Wagner_WWV086B_117.png
1537,1,457,199,67,99,Wagner_WWV086B_117.png
1538,2,38,322,66,123,Wagner_WWV086B_117.png
1539,2,162,322,66,71,Wagner_WWV086B_117.png
1540,2,234,322,66,63,Wagner_WWV086B_117.png
1541,2,298,322,66,68,Wagner_WWV086B_117.png
1542,2,367,322,66,105,Wagner_WWV086B_117.png
1543,2,473,322,66,84,Wagner_WWV086B_117.png
1544,3,38,454,69,117,Wagner_WWV086B_117.png
1545,3,155,454,69,108,Wagner_WWV086B_117.png
1546,3,265,454,69,83,Wagner_WWV086B_117.png
1547,3,349,454,69,87,Wagner_WWV086B_117.png
1548,3,436,454,69,119,Wagner_WWV086B_117.png
1549,4,37,564,64,172,Wagner_WWV086B_117.png
1550,4,211,564,64,122,Wagner_WWV086B_117.png
1551,4,334,564,64,146,Wagner_WWV086B_117.png
1552,4,481,564,64,75,Wagner_WWV086B_117.png
1553,5,34,695,56,113,Wagner_WWV086B_117.png
1554,5,148,695,56,76,Wagner_WWV086B_117.png
1555,5,225,695,56,91,Wagner_WWV086B_117.png
1556,5,318,695,56,81,Wagner_WWV086B_117.png
1557,5,400,695,56,73,Wagner_WWV086B_117.png
1558,5,474,695,56,82,Wagner_WWV086B_117.png
1559,0,50,69,60,106,Wagner_WWV086B_118.png
1560,0,158,69,60,57,Wagner_WWV086B_118.png
1561,0,217,69,60,76,Wagner_WWV086B_118.png
1562,0,294,69,60,79,Wagner_WWV086B_118.png
1563,0,374,69,60,79,Wagner_WWV086B_118.png
1564,0,453,69,60,86,Wagner_WWV086B_118.png
1565,1,49,202,68,148,Wagner_WWV086B_118.png
1566,1,198,202,68,110,Wagner_WWV086B_118.png
1567,1,309,202,68,131,Wagner_WWV086B_118.png
1568,1,441,202,68,131,Wagner_WWV086B_118.png
1569,2,52,320,71,152,Wagner_WWV086B_118.png
1570,2,206,320,71,109,Wagner_WWV086B_118.png
1571,2,316,320,71,128,Wagner_WWV086B_118.png
1572,2,445,320,71,128,Wagner_WWV086B_118.png
1573,3,52,444,69,144,Wagner_WWV086B_118.png
1574,3,198,444,69,110,Wagner_WWV086B_118.png
1575,3,309,444,69,96,Wagner_WWV086B_118.png
1576,3,406,444,69,33,Wagner_WWV086B_118.png
1577,3,440,444,69,133,Wagner_WWV086B_118.png
1578,4,54,559,65,121,Wagner_WWV086B_118.png
1579,4,176,559,65,82,Wagner_WWV086B_118.png
1580,4,259,559,65,94,Wagner_WWV086B_118.png
1581,4,354,559,65,79,Wagner_WWV086B_118.png
1582,4,434,559,65,90,Wagner_WWV086B_118.png
1583,4,525,559,65,49,Wagner_WWV086B_118.png
1584,5,54,670,68,97,Wagner_WWV086B_118.png
1585,5,152,670,68,65,Wagner_WWV086B_118.png
1586,5,218,670,68,87,Wagner_WWV086B_118.png
1587,5,306,670,68,83,Wagner_WWV086B_118.png
1588,5,390,670,68,93,Wagner_WWV086B_118.png
1589,5,484,670,68,91,Wagner_WWV086B_118.png
1590,0,43,71,63,108,Wagner_WWV086B_119.png
1591,0,152,71,63,84,Wagner_WWV086B_119.png
1592,0,237,71,63,86,Wagner_WWV086B_119.png
1593,0,324,71,63,91,Wagner_WWV086B_119.png
1594,0,417,71,63,87,Wagner_WWV086B_119.png
1595,0,505,71,63,55,Wagner_WWV086B_119.png
1596,1,42,206,62,105,Wagner_WWV086B_119.png
1597,1,149,206,62,55,Wagner_WWV086B_119.png
1598,1,205,206,62,82,Wagner_WWV086B_119.png
1599,1,288,206,62,77,Wagner_WWV086B_119.png
1600,1,367,206,62,52,Wagner_WWV086B_119.png
1601,1,421,206,62,57,Wagner_WWV086B_119.png
1602,1,479,206,62,81,Wagner_WWV086B_119.png
1603,2,42,316,65,128,Wagner_WWV086B_119.png
1604,2,171,316,65,89,Wagner_WWV086B_119.png
1605,2,261,316,65,66,Wagner_WWV086B_119.png
1606,2,328,316,65,66,Wagner_WWV086B_119.png
1607,2,395,316,65,69,Wagner_WWV086B_119.png
1608,2,465,316,65,95,Wagner_WWV086B_119.png
1609,3,42,442,58,116,Wagner_WWV086B_119.png
1610,3,159,442,58,105,Wagner_WWV086B_119.png
1611,3,265,442,58,82,Wagner_WWV086B_119.png
1612,3,348,442,58,97,Wagner_WWV086B_119.png
1613,3,446,442,58,114,Wagner_WWV086B_119.png
1614,4,42,561,67,138,Wagner_WWV086B_119.png
1615,4,181,561,67,105,Wagner_WWV086B_119.png
1616,4,287,561,67,107,Wagner_WWV086B_119.png
1617,4,395,561,67,64,Wagner_WWV086B_119.png
1618,4,460,561,67,100,Wagner_WWV086B_119.png
1619,5,41,676,66,158,Wagner_WWV086B_119.png
1620,5,200,676,66,52,Wagner_WWV086B_119.png
1621,5,254,676,66,172,Wagner_WWV086B_119.png
1622,5,427,676,66,134,Wagner_WWV086B_119.png
1623,0,49,61,68,205,Wagner_WWV086B_120.png
1624,0,256,61,68,154,Wagner_WWV086B_120.png
1625,0,410,61,68,161,Wagner_WWV086B_120.png
1626,1,50,174,66,256,Wagner_WWV086B_120.png
1627,1,308,174,66,264,Wagner_WWV086B_120.png
1628,2,52,292,63,326,Wagner_WWV086B_120.png
1629,2,379,292,63,193,Wagner_WWV086B_120.png
1630,3,52,415,68,195,Wagner_WWV086B_120.png
1631,3,249,415,68,163,Wagner_WWV086B_120.png
1632,3,413,415,68,160,Wagner_WWV086B_120.png
1633,4,54,537,68,263,Wagner_WWV086B_120.png
1634,4,318,537,68,256,Wagner_WWV086B_120.png
1635,5,56,668,67,238,Wagner_WWV086B_120.png
1636,5,295,668,67,79,Wagner_WWV086B_120.png
1637,5,375,668,67,201,Wagner_WWV086B_120.png
1638,0,34,66,70,115,Wagner_WWV086B_121.png
1639,0,150,66,70,213,Wagner_WWV086B_121.png
1640,0,364,66,70,189,Wagner_WWV086B_121.png
1641,1,34,178,77,185,Wagner_WWV086B_121.png
1642,1,220,178,77,154,Wagner_WWV086B_121.png
1643,1,375,178,77,177,Wagner_WWV086B_121.png
1644,2,34,313,72,102,Wagner_WWV086B_121.png
1645,2,137,313,72,66,Wagner_WWV086B_121.png
1646,2,204,313,72,67,Wagner_WWV086B_121.png
1647,2,272,313,72,147,Wagner_WWV086B_121.png
1648,2,420,313,72,132,Wagner_WWV086B_121.png
1649,3,33,434,65,374,Wagner_WWV086B_121.png
1650,3,408,434,65,143,Wagner_WWV086B_121.png
1651,4,32,555,67,209,Wagner_WWV086B_121.png
1652,4,242,555,67,146,Wagner_WWV086B_121.png
1653,4,389,555,67,161,Wagner_WWV086B_121.png
1654,5,32,683,67,192,Wagner_WWV086B_121.png
1655,5,225,683,67,179,Wagner_WWV086B_121.png
1656,5,405,683,67,145,Wagner_WWV086B_121.png
1657,0,59,67,68,101,Wagner_WWV086B_122.png
1658,0,162,67,68,175,Wagner_WWV086B_122.png
1659,0,337,67,68,79,Wagner_WWV086B_122.png
1660,0,418,67,68,162,Wagner_WWV086B_122.png
1661,1,59,178,68,119,Wagner_WWV086B_122.png
1662,1,180,178,68,89,Wagner_WWV086B_122.png
1663,1,270,178,68,99,Wagner_WWV086B_122.png
1664,1,370,178,68,84,Wagner_WWV086B_122.png
1665,1,455,178,68,124,Wagner_WWV086B_122.png
1666,2,60,306,61,205,Wagner_WWV086B_122.png
1667,2,266,306,61,139,Wagner_WWV086B_122.png
1668,2,406,306,61,138,Wagner_WWV086B_122.png
1669,3,59,439,68,146,Wagner_WWV086B_122.png
1670,3,206,439,68,95,Wagner_WWV086B_122.png
1671,3,302,439,68,116,Wagner_WWV086B_122.png
1672,3,419,439,68,158,Wagner_WWV086B_122.png
1673,4,57,573,58,138,Wagner_WWV086B_122.png
1674,4,196,573,58,128,Wagner_WWV086B_122.png
1675,4,324,573,58,125,Wagner_WWV086B_122.png
1676,4,451,573,58,127,Wagner_WWV086B_122.png
1677,5,59,685,63,164,Wagner_WWV086B_122.png
1678,5,224,685,63,127,Wagner_WWV086B_122.png
1679,5,352,685,63,109,Wagner_WWV086B_122.png
1680,5,462,685,63,116,Wagner_WWV086B_122.png
1681,0,29,76,64,150,Wagner_WWV086B_123.png
1682,0,181,76,64,125,Wagner_WWV086B_123.png
1683,0,307,76,64,113,Wagner_WWV086B_123.png
1684,0,421,76,64,130,Wagner_WWV086B_123.png
1685,1,31,202,64,151,Wagner_WWV086B_123.png
1686,1,183,202,64,134,Wagner_WWV086B_123.png
1687,1,318,202,64,114,Wagner_WWV086B_123.png
1688,1,433,202,64,118,Wagner_WWV086B_123.png
1689,2,30,324,63,192,Wagner_WWV086B_123.png
1690,2,224,324,63,162,Wagner_WWV086B_123.png
1691,2,387,324,63,164,Wagner_WWV086B_123.png
1692,3,31,440,62,182,Wagner_WWV086B_123.png
1693,3,214,440,62,147,Wagner_WWV086B_123.png
1694,3,362,440,62,85,Wagner_WWV086B_123.png
1695,3,448,440,62,103,Wagner_WWV086B_123.png
1696,4,31,555,61,155,Wagner_WWV086B_123.png
1697,4,188,555,61,119,Wagner_WWV086B_123.png
1698,4,309,555,61,139,Wagner_WWV086B_123.png
1699,4,449,555,61,101,Wagner_WWV086B_123.png
1700,5,31,674,65,151,Wagner_WWV086B_123.png
1701,5,183,674,65,140,Wagner_WWV086B_123.png
1702,5,324,674,65,116,Wagner_WWV086B_123.png
1703,5,441,674,65,73,Wagner_WWV086B_123.png
1704,0,55,65,63,147,Wagner_WWV086B_124.png
1705,0,203,65,63,75,Wagner_WWV086B_124.png
1706,0,279,65,63,64,Wagner_WWV086B_124.png
1707,0,344,65,63,98,Wagner_WWV086B_124.png
1708,0,443,65,63,71,Wagner_WWV086B_124.png
1709,0,515,65,63,59,Wagner_WWV086B_124.png
1710,1,56,200,70,120,Wagner_WWV086B_124.png
1711,1,179,200,70,85,Wagner_WWV086B_124.png
1712,1,265,200,70,85,Wagner_WWV086B_124.png
1713,1,351,200,70,106,Wagner_WWV086B_124.png
1714,1,459,200,70,115,Wagner_WWV086B_124.png
1715,2,55,328,62,139,Wagner_WWV086B_124.png
1716,2,195,328,62,125,Wagner_WWV086B_124.png
1717,2,321,328,62,125,Wagner_WWV086B_124.png
1718,2,447,328,62,125,Wagner_WWV086B_124.png
1719,3,58,455,62,179,Wagner_WWV086B_124.png
1720,3,238,455,62,152,Wagner_WWV086B_124.png
1721,3,391,455,62,182,Wagner_WWV086B_124.png
1722,4,57,569,61,182,Wagner_WWV086B_124.png
1723,4,240,569,61,154,Wagner_WWV086B_124.png
1724,4,395,569,61,178,Wagner_WWV086B_124.png
1725,5,57,685,64,212,Wagner_WWV086B_124.png
1726,5,270,685,64,147,Wagner_WWV086B_124.png
1727,5,418,685,64,157,Wagner_WWV086B_124.png
1728,0,34,72,65,210,Wagner_WWV086B_125.png
1729,0,245,72,65,166,Wagner_WWV086B_125.png
1730,0,412,72,65,141,Wagner_WWV086B_125.png
1731,1,31,186,65,190,Wagner_WWV086B_125.png
1732,1,222,186,65,147,Wagner_WWV086B_125.png
1733,1,370,186,65,94,Wagner_WWV086B_125.png
1734,1,465,186,65,88,Wagner_WWV086B_125.png
1735,2,34,298,66,114,Wagner_WWV086B_125.png
1736,2,149,298,66,136,Wagner_WWV086B_125.png
1737,2,286,298,66,134,Wagner_WWV086B_125.png
1738,2,421,298,66,132,Wagner_WWV086B_125.png
1739,3,34,421,66,183,Wagner_WWV086B_125.png
1740,3,218,421,66,170,Wagner_WWV086B_125.png
1741,3,389,421,66,164,Wagner_WWV086B_125.png
1742,4,33,548,70,200,Wagner_WWV086B_125.png
1743,4,234,548,70,143,Wagner_WWV086B_125.png
1744,4,378,548,70,174,Wagner_WWV086B_125.png
1745,5,33,675,70,209,Wagner_WWV086B_125.png
1746,5,243,675,70,147,Wagner_WWV086B_125.png
1747,5,391,675,70,161,Wagner_WWV086B_125.png
1748,0,45,70,63,187,Wagner_WWV086B_126.png
1749,0,234,70,63,157,Wagner_WWV086B_126.png
1750,0,392,70,63,174,Wagner_WWV086B_126.png
1751,1,45,186,59,203,Wagner_WWV086B_126.png
1752,1,250,186,59,157,Wagner_WWV086B_126.png
1753,1,408,186,59,159,Wagner_WWV086B_126.png
1754,2,45,321,65,204,Wagner_WWV086B_126.png
1755,2,251,321,65,155,Wagner_WWV086B_126.png
1756,2,408,321,65,159,Wagner_WWV086B_126.png
1757,3,47,440,72,162,Wagner_WWV086B_126.png
1758,3,210,440,72,142,Wagner_WWV086B_126.png
1759,3,353,440,72,116,Wagner_WWV086B_126.png
1760,3,470,440,72,97,Wagner_WWV086B_126.png
1761,4,47,562,67,177,Wagner_WWV086B_126.png
1762,4,225,562,67,138,Wagner_WWV086B_126.png
1763,4,364,562,67,203,Wagner_WWV086B_126.png
1764,5,47,674,69,192,Wagner_WWV086B_126.png
1765,5,239,674,69,165,Wagner_WWV086B_126.png
1766,5,406,674,69,161,Wagner_WWV086B_126.png
1767,0,38,56,65,200,Wagner_WWV086B_127.png
1768,0,239,56,65,161,Wagner_WWV086B_127.png
1769,0,402,56,65,158,Wagner_WWV086B_127.png
1770,1,40,172,71,188,Wagner_WWV086B_127.png
1771,1,229,172,71,164,Wagner_WWV086B_127.png
1772,1,394,172,71,166,Wagner_WWV086B_127.png
1773,2,40,303,63,183,Wagner_WWV086B_127.png
1774,2,224,303,63,168,Wagner_WWV086B_127.png
1775,2,393,303,63,168,Wagner_WWV086B_127.png
1776,3,40,423,67,148,Wagner_WWV086B_127.png
1777,3,189,423,67,121,Wagner_WWV086B_127.png
1778,3,311,423,67,115,Wagner_WWV086B_127.png
1779,3,427,423,67,134,Wagner_WWV086B_127.png
1780,4,41,564,69,190,Wagner_WWV086B_127.png
1781,4,232,564,69,164,Wagner_WWV086B_127.png
1782,4,397,564,69,164,Wagner_WWV086B_127.png
1783,5,41,681,69,159,Wagner_WWV086B_127.png
1784,5,201,681,69,123,Wagner_WWV086B_127.png
1785,5,324,681,69,112,Wagner_WWV086B_127.png
1786,5,438,681,69,124,Wagner_WWV086B_127.png
1787,0,59,77,67,174,Wagner_WWV086B_128.png
1788,0,235,77,67,86,Wagner_WWV086B_128.png
1789,0,322,77,67,123,Wagner_WWV086B_128.png
1790,0,446,77,67,133,Wagner_WWV086B_128.png
1791,1,59,201,65,166,Wagner_WWV086B_128.png
1792,1,226,201,65,119,Wagner_WWV086B_128.png
1793,1,348,201,65,110,Wagner_WWV086B_128.png
1794,1,459,201,65,119,Wagner_WWV086B_128.png
1795,2,59,314,70,137,Wagner_WWV086B_128.png
1796,2,198,314,70,127,Wagner_WWV086B_128.png
1797,2,326,314,70,130,Wagner_WWV086B_128.png
1798,2,457,314,70,122,Wagner_WWV086B_128.png
1799,3,59,431,67,99,Wagner_WWV086B_128.png
1800,3,160,431,67,112,Wagner_WWV086B_128.png
1801,3,273,431,67,108,Wagner_WWV086B_128.png
1802,3,382,431,67,112,Wagner_WWV086B_128.png
1803,3,495,431,67,84,Wagner_WWV086B_128.png
1804,4,59,551,75,153,Wagner_WWV086B_128.png
1805,4,214,551,75,130,Wagner_WWV086B_128.png
1806,4,345,551,75,107,Wagner_WWV086B_128.png
1807,4,453,551,75,126,Wagner_WWV086B_128.png
1808,5,59,676,66,170,Wagner_WWV086B_128.png
1809,5,231,676,66,81,Wagner_WWV086B_128.png
1810,5,313,676,66,64,Wagner_WWV086B_128.png
1811,5,378,676,66,74,Wagner_WWV086B_128.png
1812,5,453,676,66,127,Wagner_WWV086B_128.png
1813,0,34,70,63,173,Wagner_WWV086B_129.png
1814,0,208,70,63,142,Wagner_WWV086B_129.png
1815,0,351,70,63,138,Wagner_WWV086B_129.png
1816,0,492,70,63,59,Wagner_WWV086B_129.png
1817,1,35,226,63,140,Wagner_WWV086B_129.png
1818,1,177,227,63,127,Wagner_WWV086B_129.png
1819,1,306,227,63,127,Wagner_WWV086B_129.png
1820,1,435,227,63,115,Wagner_WWV086B_129.png
1821,2,34,334,67,200,Wagner_WWV086B_129.png
1822,2,235,334,67,155,Wagner_WWV086B_129.png
1823,2,392,334,67,157,Wagner_WWV086B_129.png
1824,3,34,457,65,155,Wagner_WWV086B_129.png
1825,3,191,457,65,121,Wagner_WWV086B_129.png
1826,3,313,457,65,121,Wagner_WWV086B_129.png
1827,3,435,457,65,115,Wagner_WWV086B_129.png
1828,4,34,581,63,160,Wagner_WWV086B_129.png
1829,4,195,581,63,111,Wagner_WWV086B_129.png
1830,4,307,581,63,121,Wagner_WWV086B_129.png
1831,4,430,581,63,122,Wagner_WWV086B_129.png
1832,5,34,688,60,190,Wagner_WWV086B_129.png
1833,5,225,688,60,159,Wagner_WWV086B_129.png
1834,5,385,688,60,168,Wagner_WWV086B_129.png
1835,0,45,75,68,193,Wagner_WWV086B_130.png
1836,0,239,75,68,161,Wagner_WWV086B_130.png
1837,0,402,75,68,165,Wagner_WWV086B_130.png
1838,1,48,178,66,186,Wagner_WWV086B_130.png
1839,1,235,178,66,163,Wagner_WWV086B_130.png
1840,1,399,178,66,168,Wagner_WWV086B_130.png
1841,2,48,295,66,214,Wagner_WWV086B_130.png
1842,2,263,295,66,171,Wagner_WWV086B_130.png
1843,2,435,295,66,133,Wagner_WWV086B_130.png
1844,3,48,400,70,174,Wagner_WWV086B_130.png
1845,3,223,400,70,140,Wagner_WWV086B_130.png
1846,3,364,400,70,63,Wagner_WWV086B_130.png
1847,3,428,400,70,140,Wagner_WWV086B_130.png
1848,4,49,536,61,91,Wagner_WWV086B_130.png
1849,4,141,536,61,100,Wagner_WWV086B_130.png
1850,4,242,536,61,108,Wagner_WWV086B_130.png
1851,4,351,536,61,98,Wagner_WWV086B_130.png
1852,4,450,536,61,100,Wagner_WWV086B_130.png
1853,5,50,685,59,97,Wagner_WWV086B_130.png
1854,5,148,685,59,84,Wagner_WWV086B_130.png
1855,5,233,685,59,93,Wagner_WWV086B_130.png
1856,5,327,685,59,72,Wagner_WWV086B_130.png
1857,5,400,685,59,71,Wagner_WWV086B_130.png
1858,5,472,685,59,96,Wagner_WWV086B_130.png
1859,0,31,71,61,101,Wagner_WWV086B_131.png
1860,0,133,71,61,87,Wagner_WWV086B_131.png
1861,0,221,71,61,52,Wagner_WWV086B_131.png
1862,0,275,71,61,69,Wagner_WWV086B_131.png
1863,0,345,71,61,82,Wagner_WWV086B_131.png
1864,0,428,71,61,101,Wagner_WWV086B_131.png
1865,1,31,185,64,112,Wagner_WWV086B_131.png
1866,1,144,185,64,65,Wagner_WWV086B_131.png
1867,1,210,185,64,68,Wagner_WWV086B_131.png
1868,1,279,185,64,59,Wagner_WWV086B_131.png
1869,1,340,185,64,50,Wagner_WWV086B_131.png
1870,1,391,185,64,91,Wagner_WWV086B_131.png
1871,1,484,185,64,69,Wagner_WWV086B_131.png
1872,2,34,318,64,93,Wagner_WWV086B_131.png
1873,2,128,318,64,75,Wagner_WWV086B_131.png
1874,2,204,318,64,99,Wagner_WWV086B_131.png
1875,2,304,318,64,77,Wagner_WWV086B_131.png
1876,2,383,318,64,63,Wagner_WWV086B_131.png
1877,2,447,318,64,83,Wagner_WWV086B_131.png
1878,3,33,427,59,142,Wagner_WWV086B_131.png
1879,3,176,427,59,113,Wagner_WWV086B_131.png
1880,3,290,427,59,86,Wagner_WWV086B_131.png
1881,3,377,427,59,111,Wagner_WWV086B_131.png
1882,3,489,427,59,62,Wagner_WWV086B_131.png
1883,4,33,549,63,125,Wagner_WWV086B_131.png
1884,4,159,549,63,138,Wagner_WWV086B_131.png
1885,4,298,549,63,147,Wagner_WWV086B_131.png
1886,4,446,549,63,104,Wagner_WWV086B_131.png
1887,5,29,676,64,103,Wagner_WWV086B_131.png
1888,5,133,676,64,102,Wagner_WWV086B_131.png
1889,5,236,676,64,102,Wagner_WWV086B_131.png
1890,5,339,676,64,91,Wagner_WWV086B_131.png
